Horas_Jogadas,Avaliacao_Usuarios,Jogadores_Online,Popularidade,Genero_Jogo,Preco_Jogo,Avaliacao_Critica,Vendas_Totais
6.7,8.03,44558,24.68,Simulação,44.58,7.17,190089.0
55.39,8.56,42815,12.6,Simulação,86.66,5.74,39395.0
44.7,3.91,32616,25.01,RPG,54.29,7.47,130160.0
88.86,8.55,1508,52.23,Ação,12.38,6.4,45610.0
35.73,1.93,9601,68.74,Aventura,97.62,6.91,7939.0
12.59,8.54,22776,42.5,Estratégia,54.07,8.05,40961.0
15.15,2.37,9717,9.96,RPG,,6.17,84928.0
76.37,1.75,22999,21.88,Simulação,27.94,2.79,166587.0
62.19,6.78,36820,29.67,Simulação,36.76,6.71,156243.0
11.01,5.25,15785,53.29,Aventura,53.59,7.68,7959.0
9.32,9.17,32264,21.67,Simulação,87.05,9.51,54874.0
70.37,4.27,24478,20.63,Simulação,19.18,8.52,95587.0
8.2,3.58,3399,24.88,Aventura,80.22,6.47,50437.0
82.34,5.51,41682,49.75,Ação,62.14,7.66,190814.0
70.9,5.1,28477,41.64,Simulação,54.97,6.6,130295.0
9.05,4.1,35079,69.98,Ação,88.89,8.25,198340.0
9.4,7.24,40972,58.31,Estratégia,20.64,6.73,95295.0
98.65,7.84,8702,55.79,Ação,99.16,8.06,115946.0
38.04,8.68,5720,14.2,Aventura,86.91,9.4,179957.0
37.68,9.76,28113,6.12,Aventura,39.32,10.0,87569.0
81.44,3.4,39720,43.05,Aventura,50.64,4.78,175784.0
94.75,7.44,11235,7.46,Simulação,12.26,4.34,79226.0
98.58,4.55,15173,31.2,RPG,57.48,5.59,64672.0
75.56,7.09,11728,3.76,Simulação,59.29,6.88,175656.0
38.24,5.28,27770,16.0,Ação,,6.19,117413.0
9.26,9.94,18141,10.6,Estratégia,,8.78,9345.0
77.91,7.56,1147,66.68,Estratégia,61.35,5.8,-1855.0
56.27,9.57,45784,29.75,Estratégia,76.65,5.33,134766.0
42.99,8.51,20960,8.04,Estratégia,64.76,8.91,123606.0
90.7,9.13,27205,23.2,RPG,24.06,7.75,14506.0
12.01,8.33,22309,57.08,Estratégia,25.47,7.39,78093.0
49.76,5.13,35628,62.19,Simulação,22.46,5.33,84284.0
2.12,3.27,38492,11.37,Estratégia,29.6,8.53,100785.0
47.38,4.33,4600,64.86,Aventura,39.55,6.62,168431.0
6.57,1.18,14585,31.73,Ação,76.57,7.16,131290.0
12.76,5.72,48639,56.81,Simulação,15.49,7.46,113272.0
12.63,5.55,18015,56.17,RPG,83.83,8.98,4252.0
65.25,5.73,48986,66.08,Simulação,33.63,7.61,180399.0
74.84,9.77,45128,58.25,Aventura,65.21,5.96,158936.0
58.74,9.2,37288,4.8,Estratégia,59.75,6.95,811.0
96.23,2.46,38122,43.82,Estratégia,23.87,7.95,65914.0
38.1,4.32,45876,15.13,RPG,35.86,9.44,181541.0
29.28,4.82,41199,80.4,Ação,36.64,6.37,78411.0
86.97,4.24,10098,22.41,Estratégia,66.14,6.24,14798.0
23.13,8.19,6557,35.75,RPG,80.96,8.07,158253.0
96.33,5.72,33721,17.61,Estratégia,99.66,5.67,6837.0
2.2,6.15,8999,12.57,Simulação,18.64,6.04,477.0
96.99,8.68,11811,50.44,RPG,94.47,7.0,194667.0
5.27,8.25,28367,41.69,RPG,60.54,7.6,7367.0
89.2,2.19,26620,32.06,RPG,42.11,8.45,38060.0
53.23,7.43,26966,8.58,Estratégia,35.62,7.2,75115.0
99.27,4.92,10870,61.4,RPG,28.82,7.09,99395.0
8.3,3.65,22884,2.12,Simulação,60.14,7.8,16111.0
55.81,1.45,21641,38.8,Ação,95.13,4.72,34766.0
96.93,5.39,37965,53.0,Ação,26.4,7.08,96621.0
52.77,4.2,42226,36.61,Aventura,49.26,9.32,188799.0
63.29,3.26,37591,11.89,Simulação,28.35,8.1,61073.0
69.86,7.25,30472,64.83,Simulação,25.81,6.92,86686.0
45.99,7.93,45448,27.94,RPG,88.0,8.03,1327.0
63.11,3.2,6180,12.58,Aventura,33.58,5.16,782.0
58.83,1.45,11900,46.32,Simulação,32.32,7.59,150369.0
90.19,8.64,6568,3.2,Simulação,91.87,6.91,162480.0
5.5,1.09,21355,27.95,Simulação,44.75,7.11,38635.0
28.81,9.43,39190,62.59,Estratégia,10.79,6.42,96344.0
95.06,6.65,34377,75.75,Simulação,74.9,9.01,98764.0
89.11,3.9,6676,49.69,Estratégia,56.53,6.24,39029.0
46.1,3.22,23274,19.31,Simulação,79.67,5.41,106129.0
62.37,1.08,22718,19.5,Ação,61.33,4.8,182679.0
28.45,3.12,24742,50.67,Estratégia,41.62,3.82,20000.0
19.62,2.24,24172,34.67,Estratégia,16.0,7.28,874.0
46.89,6.51,36164,16.03,RPG,87.93,5.82,2932.0
35.97,2.5,12053,65.58,Simulação,28.64,5.06,107780.0
58.76,5.76,9072,17.9,Aventura,,6.58,-1722.0
8.69,6.31,30474,27.76,Aventura,32.13,7.96,171051.0
97.44,3.68,43809,6.63,Aventura,84.43,6.82,135922.0
98.61,1.32,35791,58.59,Aventura,80.98,7.16,125735.0
70.1,1.34,21984,23.99,Ação,51.65,8.67,83733.0
54.06,1.24,32520,20.55,Aventura,46.16,8.16,58298.0
31.63,7.65,20401,26.27,RPG,73.29,7.12,162337.0
81.54,3.86,28315,72.62,Aventura,57.57,5.52,3170.0
68.77,8.17,17112,43.7,RPG,66.87,6.16,115217.0
17.09,4.89,35818,14.46,Estratégia,52.32,7.0,134158.0
91.15,5.08,23355,64.53,Simulação,60.14,8.01,26299.0
82.41,5.62,29532,18.57,Aventura,27.03,7.46,165618.0
95.0,7.42,1895,35.13,RPG,14.99,6.06,100728.0
72.82,3.46,46813,47.77,RPG,42.04,7.55,148884.0
61.71,2.09,29726,49.1,Simulação,51.93,9.45,164594.0
42.39,6.0,27887,7.25,Estratégia,91.53,7.39,42243.0
93.31,3.94,45562,69.59,Aventura,47.26,7.86,94119.0
86.71,4.98,14615,40.57,RPG,49.05,6.45,146841.0
5.48,6.82,15318,81.97,Aventura,,6.68,112937.0
3.61,5.45,7089,59.9,Ação,28.62,4.5,168098.0
38.26,6.58,36703,82.24,RPG,88.44,7.16,70440.0
81.22,5.9,19667,38.46,Estratégia,48.49,2.93,184979.0
98.71,7.66,42034,13.07,Simulação,93.76,4.74,157998.0
15.89,7.35,35150,60.7,RPG,34.42,7.45,157070.0
59.8,5.81,30624,64.79,Ação,51.9,5.52,165571.0
38.7,7.11,31300,70.89,Simulação,80.03,4.07,11780.0
96.99,8.86,17869,26.12,Estratégia,60.03,7.06,177975.0
84.34,4.89,42991,43.11,Aventura,69.51,4.71,196636.0
83.97,4.71,45743,71.27,Aventura,35.27,8.5,136924.0
47.39,7.88,14166,71.86,RPG,39.56,7.65,31988.0
42.05,6.24,21165,3.73,Simulação,55.69,9.63,107504.0
28.06,1.64,7103,56.12,Ação,28.23,7.53,58956.0
6.58,9.03,38724,50.5,Ação,21.38,9.71,38144.0
86.58,1.28,39723,8.41,Estratégia,85.94,5.55,106832.0
81.45,7.74,40050,77.17,Simulação,79.73,6.08,142629.0
99.94,7.83,34548,37.8,Simulação,93.88,7.39,60503.0
99.64,9.58,4477,56.39,Aventura,62.79,6.78,187488.0
55.97,1.49,5725,73.32,Estratégia,47.83,7.17,19375.0
77.11,6.37,15892,12.21,Estratégia,19.28,6.92,31239.0
94.5,4.85,24272,71.13,Estratégia,86.54,6.66,15797.0
85.09,3.98,7715,60.45,Simulação,51.06,5.59,183648.0
25.48,1.81,28855,69.81,Aventura,60.5,5.89,61895.0
45.59,6.06,9603,41.82,Estratégia,38.22,5.66,165297.0
13.78,5.31,18445,4.36,Aventura,,5.53,5244.0
95.42,1.94,18986,56.09,Estratégia,80.35,7.06,156264.0
60.99,6.51,13737,32.05,Simulação,74.1,5.91,91773.0
23.63,7.64,19619,34.32,Aventura,98.99,6.19,29486.0
67.48,7.91,27230,37.47,RPG,54.61,9.0,67090.0
62.18,9.15,43259,41.66,Estratégia,,7.66,51579.0
36.45,4.69,14976,55.39,Simulação,14.75,8.14,141780.0
12.24,9.58,47494,60.65,Aventura,45.05,8.6,121394.0
67.47,8.79,45184,64.72,Ação,,9.36,127376.0
52.49,3.67,11625,56.17,Simulação,41.55,6.94,28082.0
77.44,2.43,16397,66.88,Simulação,78.94,7.36,32997.0
52.48,4.92,7471,11.56,Ação,97.97,6.21,66584.0
85.34,4.62,26042,69.59,Ação,21.42,5.74,101370.0
55.62,6.18,44475,33.09,RPG,40.06,4.78,94476.0
56.52,6.25,4168,44.58,RPG,52.69,5.48,73552.0
87.76,7.75,22639,36.86,RPG,31.37,6.19,193145.0
40.93,5.59,3211,40.27,Simulação,11.13,7.25,161890.0
14.26,1.94,9749,24.82,Simulação,52.18,5.29,96768.0
3.85,8.72,34069,15.44,Simulação,58.29,5.54,95187.0
75.74,3.79,21252,10.16,RPG,66.29,3.91,120247.0
62.39,9.74,25933,38.29,Aventura,84.44,5.96,145395.0
70.68,2.06,47321,11.81,Simulação,32.78,7.05,162065.0
22.08,9.62,34333,21.53,Simulação,15.5,7.04,47278.0
14.5,1.82,13203,12.49,Simulação,18.09,6.49,155634.0
2.44,3.08,42984,10.5,RPG,54.77,6.6,127560.0
35.7,1.42,32307,73.3,Estratégia,92.99,6.97,128368.0
59.38,7.35,18576,56.37,RPG,98.39,8.78,119988.0
39.82,8.65,31861,76.65,Estratégia,28.46,6.44,10949.0
44.3,4.91,11098,53.93,RPG,23.68,6.75,108531.0
90.48,9.36,11230,70.17,Aventura,41.82,5.07,153084.0
35.47,6.31,10220,46.73,Aventura,51.75,7.65,190953.0
51.87,6.67,25833,39.21,Simulação,82.72,6.87,19310.0
78.56,8.61,19804,44.55,RPG,79.71,6.19,93491.0
40.25,3.67,48383,27.64,Estratégia,93.03,5.24,155159.0
62.57,4.19,19949,55.07,Estratégia,87.22,7.47,168903.0
86.35,9.15,20337,74.49,Aventura,49.49,5.37,41979.0
94.97,9.11,47863,65.17,Simulação,11.72,7.74,98136.0
15.56,9.79,30909,39.15,Estratégia,31.3,9.58,110385.0
92.7,9.12,17655,79.1,RPG,64.9,8.64,184237.0
49.7,2.15,40389,81.66,Simulação,55.13,7.0,189158.0
26.56,8.41,23033,41.68,RPG,31.62,7.87,154661.0
46.44,4.69,10121,71.85,RPG,21.85,5.95,157999.0
97.99,9.92,5557,2.03,Aventura,29.45,5.04,124290.0
49.75,5.25,47097,7.05,RPG,33.38,7.15,10659.0
33.54,5.98,2044,3.46,Ação,88.05,6.08,64780.0
63.69,5.77,39214,64.42,Simulação,73.92,4.96,-1113.0
24.77,3.9,5190,8.12,Ação,59.71,4.46,28260.0
8.51,1.68,14062,3.02,RPG,11.89,6.52,150520.0
13.76,9.06,11235,13.61,RPG,83.9,8.41,166047.0
13.67,8.22,4090,26.51,Aventura,59.72,6.73,91680.0
16.03,2.26,2648,39.37,Aventura,66.46,6.66,152532.0
14.74,7.99,14129,6.95,Aventura,15.92,6.88,110995.0
64.43,6.63,33617,42.16,Aventura,,5.57,131113.0
19.0,4.68,1489,21.78,Estratégia,84.88,6.32,20791.0
35.21,3.29,16455,23.92,Aventura,89.49,8.79,116662.0
89.76,8.74,35517,68.38,RPG,57.53,9.19,67811.0
47.91,7.3,17913,81.78,RPG,45.47,8.48,192706.0
67.07,5.93,18553,39.31,Simulação,16.58,8.08,30338.0
18.05,6.49,17280,27.77,Ação,27.46,9.22,-532.0
20.03,1.82,21858,77.27,Estratégia,30.31,5.37,-1767.0
5.04,5.27,12933,42.28,Estratégia,15.65,10.0,161832.0
17.72,2.74,23190,60.94,Simulação,23.9,3.96,125515.0
28.57,2.88,1485,35.24,Simulação,89.8,6.49,176195.0
18.52,6.95,1453,18.09,Aventura,59.09,1.9,1004.0
9.78,9.2,5071,54.82,Simulação,78.8,8.06,93498.0
12.94,4.63,14388,55.63,Estratégia,34.76,5.26,177793.0
46.6,2.87,8209,39.01,Ação,22.12,5.41,38830.0
21.42,6.84,38167,23.56,Ação,43.6,8.96,144397.0
37.05,8.84,39441,69.18,Estratégia,81.36,6.6,26567.0
50.82,7.73,19159,24.0,Aventura,36.76,7.89,39701.0
69.33,8.82,23008,55.15,Ação,28.41,6.28,139404.0
4.89,5.83,10192,32.82,Ação,12.03,5.57,109524.0
80.12,7.77,41182,40.01,Aventura,66.16,8.26,99967.0
63.14,2.26,19451,18.81,Ação,49.23,7.21,195685.0
9.09,4.13,42359,54.38,RPG,33.29,7.27,43046.0
87.46,4.51,30680,19.98,Estratégia,56.78,6.09,153688.0
92.14,5.6,15931,41.08,Ação,73.05,6.72,83319.0
7.04,9.36,40102,28.31,Ação,32.28,6.09,31912.0
28.4,8.87,49749,79.88,Aventura,64.79,8.07,177636.0
80.79,2.21,8915,81.4,Ação,33.42,7.01,38855.0
75.06,2.56,10997,62.82,Aventura,98.79,7.87,15350.0
19.26,4.22,27729,81.53,Estratégia,75.91,6.5,84047.0
21.72,3.62,2948,10.86,RPG,64.24,9.58,154883.0
37.67,6.53,37185,82.22,Simulação,25.52,6.86,177840.0
48.95,9.12,2396,10.05,Estratégia,62.77,7.48,92644.0
62.19,9.66,48854,35.37,Ação,82.04,7.81,103337.0
37.51,6.88,3423,21.04,RPG,,5.74,-5799.0
46.78,8.54,21305,79.09,Simulação,80.02,6.45,162503.0
74.98,5.73,41115,53.27,Simulação,38.61,7.79,139502.0
4.63,2.87,20469,50.13,Ação,39.55,4.71,173587.0
25.98,5.72,41800,82.63,Simulação,58.5,7.59,81202.0
71.6,6.0,25506,51.37,Simulação,35.08,4.91,186163.0
89.6,7.68,11982,54.11,Estratégia,20.18,4.78,44545.0
51.64,2.98,2846,5.28,Estratégia,51.5,5.35,51485.0
53.66,4.31,35574,71.39,Simulação,10.18,7.64,59681.0
11.61,4.28,42851,80.41,Aventura,,10.0,174628.0
45.28,9.63,19889,79.62,Ação,77.47,5.1,10625.0
53.71,5.0,19279,19.59,Aventura,59.67,7.06,41078.0
25.0,7.8,38114,19.98,Aventura,77.28,8.4,25991.0
27.65,7.76,23977,31.36,Simulação,66.21,7.71,5277.0
38.34,3.39,20451,26.83,Ação,72.77,5.97,161475.0
2.99,6.15,45603,26.46,Aventura,15.83,7.96,55215.0
32.88,9.05,20461,50.78,Estratégia,89.31,6.21,95573.0
21.93,5.28,2261,67.06,Estratégia,67.95,6.76,87235.0
33.41,9.51,19606,77.71,Ação,64.95,5.66,4645.0
12.85,2.93,14861,7.15,Aventura,44.85,8.54,40711.0
89.14,1.67,44800,24.21,RPG,12.54,7.39,69214.0
59.75,9.02,26364,22.35,RPG,91.12,6.53,74229.0
68.21,8.63,28945,30.66,Ação,98.7,7.44,85710.0
79.1,9.93,22321,36.1,Ação,82.69,7.09,20892.0
50.33,7.11,36217,33.24,RPG,92.35,7.41,155138.0
9.6,9.43,36899,78.95,Aventura,20.89,8.09,187559.0
54.16,8.44,8699,37.13,Aventura,21.59,7.42,68561.0
59.08,8.6,24077,46.43,Simulação,89.16,5.76,14925.0
74.78,6.12,32362,62.43,Ação,15.18,4.42,849.0
43.72,4.44,29162,60.52,Aventura,18.4,8.07,179463.0
13.63,9.41,29737,48.98,RPG,83.51,6.14,15582.0
29.09,4.89,32295,71.54,RPG,60.13,8.59,114118.0
36.93,5.85,4951,52.32,Estratégia,45.26,4.81,30663.0
64.93,5.02,11661,72.67,Aventura,,5.61,153583.0
57.49,6.08,9012,26.22,Simulação,89.08,6.78,42478.0
36.24,5.23,27771,12.36,Simulação,78.14,7.12,98856.0
98.64,1.43,24825,68.19,Ação,72.24,8.35,14144.0
60.95,8.94,17402,32.7,Estratégia,,8.49,163975.0
24.48,5.0,41729,54.51,RPG,56.92,6.89,167840.0
11.07,6.3,40011,61.51,RPG,10.58,8.06,12460.0
16.13,2.25,15789,28.17,Ação,48.61,4.27,80574.0
25.34,1.03,8908,42.66,Simulação,18.7,6.48,61736.0
16.9,3.21,46955,74.31,Simulação,20.49,8.14,113259.0
19.46,7.34,14305,73.08,RPG,32.95,7.06,8506.0
29.22,1.89,2268,62.49,Ação,44.33,9.09,52822.0
18.16,9.18,34248,63.57,Aventura,53.34,5.59,52340.0
89.75,2.94,4979,74.53,Estratégia,25.29,8.26,154063.0
8.94,2.84,7070,61.43,Simulação,38.06,6.25,14841.0
52.91,2.63,45506,29.21,Simulação,34.89,7.68,133094.0
41.62,1.13,32229,11.45,Simulação,42.87,5.69,47919.0
98.23,7.95,13742,35.9,Aventura,19.73,7.17,35821.0
12.09,8.88,23799,8.73,Aventura,45.76,8.24,182893.0
40.38,6.53,8793,11.04,Estratégia,59.89,8.09,49333.0
96.95,2.69,1487,78.79,Simulação,18.73,7.14,180419.0
86.66,3.57,46050,56.52,RPG,56.87,8.16,43760.0
81.87,5.28,31697,70.79,Simulação,78.03,7.9,27951.0
26.52,9.59,38443,53.84,Estratégia,10.75,6.52,7465.0
17.91,3.23,1339,35.63,Estratégia,14.29,7.24,50370.0
67.18,7.58,26438,3.68,RPG,51.98,8.25,49743.0
92.98,4.96,16094,79.25,Aventura,88.54,9.68,16730.0
56.1,3.68,35773,7.4,RPG,99.79,7.77,22506.0
57.57,5.1,2473,51.19,Estratégia,18.41,5.28,48900.0
28.71,1.64,45390,9.94,RPG,11.66,7.55,30517.0
77.16,8.19,28698,24.71,Simulação,30.59,9.65,126086.0
19.51,3.19,7491,16.73,Estratégia,52.07,6.01,88516.0
33.03,7.53,8858,46.6,Aventura,61.46,5.05,68833.0
43.11,1.62,29613,73.67,Aventura,97.6,7.7,8296.0
51.24,9.6,10367,53.25,RPG,89.95,7.05,160541.0
24.99,2.74,35375,55.57,RPG,60.59,7.09,5666.0
12.37,8.94,6666,75.45,RPG,42.56,6.67,55199.0
61.43,8.29,24325,62.49,Simulação,,6.16,140057.0
29.57,9.71,27457,71.96,Aventura,61.53,5.92,122841.0
58.53,5.3,6381,35.45,Estratégia,74.92,7.38,35683.0
16.28,7.55,45355,71.91,Estratégia,53.35,8.01,335.0
48.62,4.34,3126,54.08,Aventura,37.4,6.44,123968.0
53.71,2.66,47191,12.65,RPG,65.18,8.87,7281.0
6.13,4.99,32538,4.78,Ação,60.21,7.02,875.0
34.31,2.49,5993,21.46,RPG,48.46,8.08,116991.0
14.3,9.84,7796,32.36,Aventura,77.35,6.34,91613.0
7.27,1.87,30220,69.65,Simulação,35.4,7.18,170148.0
98.98,6.3,32115,61.83,RPG,53.64,7.47,144592.0
32.9,6.64,37076,79.22,Estratégia,94.62,6.81,96288.0
81.15,5.84,28979,47.04,Simulação,,5.26,76569.0
26.2,6.96,29361,62.36,Aventura,44.92,8.82,145510.0
68.45,2.05,49675,23.99,Ação,59.16,6.76,4277.0
76.24,6.0,19045,56.82,RPG,46.5,4.02,135670.0
59.95,3.58,23525,58.98,Simulação,20.14,6.27,135207.0
47.67,9.46,10072,70.53,Simulação,40.15,9.28,23147.0
41.76,7.86,8201,45.2,Estratégia,87.43,8.72,96502.0
35.53,9.75,19705,54.34,RPG,,7.36,18011.0
93.0,1.34,20269,18.13,Ação,62.62,8.2,199137.0
83.21,3.57,15135,61.46,Simulação,,9.03,112214.0
96.51,2.76,29573,69.72,Estratégia,42.06,7.13,4499.0
13.3,1.1,27993,49.85,RPG,93.62,8.51,155741.0
73.33,3.18,12581,11.03,RPG,38.29,5.8,112990.0
93.87,7.11,34357,27.04,Ação,32.56,5.4,-5987.0
18.94,3.08,20005,40.25,Estratégia,15.04,6.99,57970.0
7.58,5.58,22873,56.63,Ação,18.76,8.04,145821.0
74.35,8.99,7225,27.65,Simulação,62.63,8.8,32531.0
57.86,7.24,15199,69.87,Aventura,69.4,6.82,46710.0
84.32,4.55,10389,31.83,Aventura,67.74,5.75,102326.0
14.83,4.35,38123,5.12,Ação,58.58,10.0,73724.0
79.71,5.1,27904,66.11,Ação,54.19,6.68,54409.0
20.96,2.59,15841,53.95,Aventura,16.5,5.49,53955.0
17.2,6.71,36375,66.76,Simulação,85.66,7.81,196270.0
17.26,4.28,36308,29.97,Ação,56.18,10.0,140215.0
81.62,8.67,14898,3.07,Simulação,21.88,7.1,540.0
66.83,7.81,42527,7.63,Simulação,22.23,7.07,114010.0
52.77,6.49,17200,10.72,Estratégia,56.17,8.06,51098.0
36.51,4.28,35526,67.02,Simulação,32.02,8.33,17081.0
87.82,2.89,29653,26.12,RPG,92.97,5.25,64505.0
39.84,7.99,33638,82.67,Aventura,,9.14,137811.0
81.82,5.38,35130,63.22,Aventura,98.05,6.79,8913.0
44.46,3.02,28146,50.45,Ação,76.07,7.06,173160.0
38.31,2.76,19759,81.51,Ação,82.96,5.31,82209.0
46.79,2.49,34965,27.32,Estratégia,45.0,6.49,43343.0
30.83,7.99,19517,15.09,Estratégia,22.07,9.04,44569.0
74.99,3.06,41779,61.51,RPG,72.07,8.63,146629.0
50.75,5.74,23029,24.22,Ação,46.64,7.63,34666.0
23.98,5.06,14794,79.68,Aventura,95.39,3.35,86938.0
90.03,6.22,16779,81.87,RPG,27.43,5.91,11674.0
38.99,8.89,20796,76.86,Ação,66.38,7.6,49341.0
54.8,8.81,33546,78.35,RPG,87.94,6.33,50674.0
90.71,5.06,19753,51.63,Simulação,46.26,7.92,86353.0
62.78,1.14,32025,57.84,Simulação,95.82,8.13,63767.0
12.57,4.84,20729,9.29,RPG,16.9,9.01,102722.0
94.02,6.46,48795,63.6,Ação,62.82,4.33,134207.0
63.12,6.02,24667,18.05,Simulação,79.96,6.42,129257.0
34.15,6.86,32128,69.87,Simulação,28.17,5.84,114674.0
14.78,2.39,20483,79.72,RPG,15.22,6.14,85119.0
79.58,6.82,26838,18.89,Simulação,17.2,6.84,197082.0
62.37,2.64,35103,7.98,Aventura,38.73,7.32,79099.0
53.8,7.75,24551,40.93,Simulação,30.09,7.92,170317.0
89.47,4.05,46606,65.91,RPG,30.16,5.83,18054.0
79.05,7.39,4338,64.22,Simulação,51.27,6.49,162962.0
16.01,1.43,9159,58.22,Simulação,17.65,7.14,173734.0
31.85,4.67,37157,68.28,Estratégia,99.59,7.06,11746.0
25.59,7.35,38483,15.85,RPG,72.62,6.13,162809.0
74.63,3.04,32569,54.58,RPG,12.74,6.06,71353.0
4.32,8.16,38871,50.82,Estratégia,72.27,6.68,27968.0
57.4,6.68,3433,14.1,Estratégia,81.26,4.8,188493.0
76.46,6.29,34786,35.29,Aventura,27.17,5.06,81146.0
87.77,4.18,18027,70.87,Simulação,85.62,6.69,172882.0
34.86,5.34,21448,80.55,Ação,65.06,7.07,31730.0
82.28,6.38,9509,55.67,Ação,83.87,8.67,154745.0
11.95,5.25,34210,76.5,Estratégia,74.5,4.62,15512.0
84.77,7.28,18524,12.36,RPG,73.41,7.6,5900.0
13.62,4.9,48404,80.81,RPG,24.25,9.02,69685.0
40.32,2.82,26492,4.36,Aventura,38.43,7.38,30806.0
79.91,2.93,39013,44.45,Ação,57.09,5.97,152337.0
15.84,1.05,36073,25.27,RPG,20.14,6.46,69148.0
23.69,3.71,48756,67.73,Aventura,53.06,9.61,171878.0
72.48,7.74,31415,19.3,Aventura,50.08,8.6,78363.0
72.26,8.15,46104,2.58,Estratégia,30.88,6.02,149278.0
64.45,2.82,15042,35.31,Ação,27.98,5.85,195484.0
69.68,9.63,39720,6.85,Aventura,32.27,7.55,120053.0
54.71,5.52,8048,25.2,Aventura,64.46,7.62,83294.0
25.92,9.25,40376,53.91,Aventura,47.35,9.02,188925.0
35.21,7.36,37191,25.57,Ação,47.26,6.66,185878.0
18.97,7.5,47204,21.6,Estratégia,26.36,4.77,65919.0
90.91,1.77,19464,14.27,Simulação,80.86,6.56,188568.0
58.74,2.98,39873,12.62,RPG,73.03,6.26,156334.0
40.67,1.08,21536,44.34,Ação,48.62,3.0,28847.0
46.72,7.45,35970,56.98,Ação,22.81,6.56,5159.0
94.75,4.1,21937,38.4,Ação,74.32,8.36,191696.0
16.18,8.08,41997,11.68,Simulação,90.89,8.05,2896.0
59.02,4.05,10011,54.24,RPG,,6.49,49596.0
51.07,8.37,47991,46.88,RPG,64.24,6.34,157926.0
61.52,2.18,47878,32.6,Aventura,48.19,6.2,197226.0
2.79,2.56,2948,28.44,Aventura,17.9,6.17,88188.0
87.31,4.07,37726,16.51,Estratégia,75.32,8.14,166562.0
93.25,4.68,46313,13.52,Ação,16.41,8.94,166318.0
56.93,4.14,41485,29.15,Estratégia,73.2,8.06,134639.0
69.95,7.87,4327,5.02,Ação,35.31,5.9,169463.0
92.3,1.87,9701,37.09,RPG,60.91,5.77,32982.0
71.0,4.16,4747,50.49,Estratégia,24.45,9.09,34759.0
16.1,8.54,46078,78.1,RPG,,7.08,27721.0
58.04,1.6,45839,52.46,Aventura,19.38,5.89,135785.0
61.05,9.48,31796,52.31,RPG,52.06,7.09,26735.0
42.98,9.88,25546,32.04,Simulação,29.2,5.01,113466.0
73.89,1.8,22200,12.47,Estratégia,26.92,5.24,174037.0
93.47,3.62,14491,37.93,Ação,19.65,6.07,78671.0
92.6,4.35,47118,50.25,RPG,78.88,8.27,169450.0
45.62,7.99,23476,60.43,Estratégia,67.55,6.54,42447.0
12.21,6.36,19422,68.72,Ação,24.13,7.98,193700.0
98.47,6.8,3679,22.42,Estratégia,52.52,7.22,16320.0
84.03,7.82,35514,21.23,Estratégia,69.48,4.95,100709.0
13.34,2.06,12177,47.54,Simulação,89.02,9.26,42447.0
92.14,8.5,44320,47.6,RPG,15.37,5.19,109244.0
87.09,7.35,43193,19.34,Simulação,42.61,6.11,130611.0
52.35,6.2,2179,49.34,Aventura,65.43,6.27,133704.0
59.52,9.01,1763,29.73,Estratégia,11.42,8.12,89179.0
40.49,7.3,38548,53.55,RPG,31.92,6.05,5315.0
6.42,2.82,7460,25.27,Aventura,77.04,5.69,-128.0
34.17,4.87,21112,49.73,Aventura,42.02,8.21,97777.0
80.46,5.45,43505,64.03,Simulação,17.61,6.55,198016.0
1.46,1.5,29255,81.23,Aventura,66.39,7.89,48174.0
34.01,9.59,19319,75.62,Ação,32.51,10.0,149897.0
40.41,2.16,29435,42.53,Ação,73.14,6.32,12306.0
54.19,7.28,8181,41.29,Ação,91.01,7.6,13866.0
92.04,5.56,15851,37.18,Aventura,57.51,5.18,124395.0
35.28,1.23,5446,3.89,Estratégia,63.92,6.11,75592.0
35.34,9.32,3966,15.12,RPG,56.3,7.4,13379.0
73.99,8.67,42992,6.45,Ação,83.56,9.05,145874.0
45.76,5.72,13813,58.18,Ação,31.76,4.71,79235.0
23.23,3.06,11069,35.19,Ação,46.14,7.52,186703.0
45.78,2.09,40994,6.82,Simulação,90.54,5.3,124857.0
14.94,4.27,11474,57.71,Simulação,75.12,6.54,112917.0
18.46,3.3,16128,53.97,Ação,38.81,6.13,66965.0
50.32,5.56,4103,60.1,Ação,84.93,5.85,171341.0
42.46,9.7,27992,50.35,Simulação,31.5,7.22,166203.0
91.54,6.17,37667,14.76,RPG,,5.49,64049.0
36.87,9.01,4680,6.63,Estratégia,96.07,2.22,59948.0
58.46,6.86,35613,67.99,RPG,61.72,6.32,15798.0
63.58,5.28,31731,19.16,Estratégia,81.95,5.78,108421.0
2.3,8.69,30037,45.69,Aventura,76.18,6.3,49567.0
66.67,5.24,16960,41.04,Aventura,87.91,5.78,70788.0
18.62,8.82,25252,76.43,RPG,97.18,7.68,137463.0
96.12,3.62,8085,46.5,Simulação,12.02,7.79,36699.0
15.71,2.16,22758,48.74,Ação,12.52,5.06,130128.0
42.04,8.7,2468,27.58,Aventura,63.5,8.68,34705.0
9.45,6.29,1341,79.49,Simulação,95.87,7.92,49822.0
99.66,9.0,45549,51.36,Simulação,53.71,6.27,94746.0
50.7,9.44,22105,2.04,Estratégia,85.57,6.76,5386.0
59.93,1.48,18090,46.79,Aventura,79.11,8.33,192675.0
